property_type,district,land_area,num_floors,total_investment,total_revenue,gross_profit,annual_rent,roi
residential_compound,حطين,13459.60505177796,4,138222517.31,127661662.0,-10560855.31,6874089.49,3.98
villa,الملقا,1210.2508050314354,2,23282591.69,37028531.07,13745939.38,1306889.33,4.49
administrative_building,حطين,3774.062107480357,8,61536969.27,151126656.0,89589686.73,9715285.03,12.63
villa,العارض,892.8058678799173,3,13646563.53,34821437.66,21174874.13,1228991.92,7.2
tower,الياسمين,2865.1850514551634,10,53205219.76,207421490.32,154216270.56,11062479.48,16.63
villa,القيروان,615.9951591126702,3,10941013.55,26554165.32,15613151.77,937205.83,6.85
residential_compound,حطين,8325.590177970593,7,94529169.01,131610929.53,37081760.52,7086742.36,6.0
villa,العارض,501.91603681722745,3,7868820.94,19575854.75,11707033.81,690912.52,7.02
hotel,القيروان,4353.799992487235,14,105180658.82,603959134.96,498778476.14,45296935.12,34.45
administrative_building,القيروان,1661.3814560463761,8,21069405.25,54787376.28,33717971.03,3522045.62,13.37
tower,النرجس,6557.852478302421,18,167953946.93,896130541.16,728176594.23,47793628.86,22.77
hotel,القيروان,4370.246749762263,14,105576285.57,606240629.13,500664343.56,45468047.18,34.45
tower,الملقا,5094.848240630332,17,133336379.24,697500645.54,564164266.31,37200034.43,22.32
administrative_building,العارض,2370.430193185406,8,27024892.9,72586128.16,45561235.26,4666251.1,13.81
administrative_building,العارض,4649.8921040885925,7,49650508.35,123345362.9,73694854.55,7929344.76,12.78
villa,حطين,1779.7567891718122,3,38502979.91,87681497.98,49178518.07,3094641.11,6.43
villa,العارض,1353.5681996495855,2,18846345.4,34211097.85,15364752.45,1207450.51,5.13
hotel,العارض,5092.533452612153,11,99907178.33,518216204.14,418309025.81,38866215.31,31.12
residential_compound,حطين,5879.859965417634,7,66892417.61,92948826.33,26056408.72,5004936.8,5.99
residential_compound,حطين,11703.158484888088,7,132695690.88,185003529.33,52307838.45,9961728.5,6.01
tower,العارض,7180.213554083352,11,119444089.13,515494456.85,396050367.72,27493037.7,18.41
tower,الياسمين,7658.044801622465,12,155391391.45,670873442.29,515482050.84,35779916.92,18.42
hotel,العارض,3879.997514924644,8,64004359.29,283084618.69,219080259.39,21231346.4,26.54
administrative_building,القيروان,2760.8616476195475,10,38193739.58,115395734.29,77201994.7,7418297.2,15.54
administrative_building,النرجس,4655.38233723572,11,73078619.84,230476341.06,157397721.22,14816336.21,16.22
hotel,النرجس,9028.208522311548,12,216043619.51,1131053963.68,915010344.16,84829047.28,31.41
hotel,الملقا,9979.734934094355,14,275691089.48,1547258104.18,1271567014.7,116044357.81,33.67
villa,الملقا,1521.7136363044474,2,29158649.46,46557969.99,17399320.53,1643222.47,4.51
tower,القيروان,2014.357264306812,14,41850077.67,199138100.18,157288022.5,10620698.68,20.3
tower,القيروان,5854.272266443706,13,115442542.99,535940331.39,420497788.4,28583484.34,19.81
villa,الياسمين,1403.8948016382706,2,24752822.91,41832695.74,17079872.83,1476448.08,4.77
administrative_building,القيروان,2473.747071402934,8,31151674.9,81576757.17,50425082.27,5244220.1,13.47
hotel,الملقا,4382.329528025897,13,116713202.38,629477813.41,512764611.03,47210836.01,32.36
tower,الياسمين,4409.296094539994,17,109723380.46,553934356.74,444210976.27,29543165.69,21.54
hotel,العارض,5368.066320111069,10,99651865.6,494720992.06,395069126.47,37104074.4,29.79
villa,النرجس,806.0436683060781,3,15588306.13,36401335.08,20813028.95,1284753.0,6.59
villa,العارض,960.7065331737394,3,14650203.27,37469716.38,22819513.12,1322460.58,7.22
hotel,القيروان,9632.780634332841,8,171480020.16,746733154.77,575253134.61,56004986.61,26.13
hotel,الملقا,9375.594913189936,10,219651409.07,1026065107.3,806413698.23,76954883.05,28.03
villa,النرجس,1965.0560382906551,3,37355717.46,88742913.22,51387195.76,3132102.82,6.71
residential_compound,الياسمين,7720.146087269766,6,73930350.46,94300040.43,20369689.97,5077694.48,5.49
hotel,الملقا,5761.971971297236,13,153315116.4,827649653.96,674334537.56,62073724.05,32.39
hotel,الملقا,6139.935616222125,14,169789424.3,951935617.94,782146193.64,71395171.35,33.64
administrative_building,الياسمين,2505.4159259007056,9,38259231.74,104375126.39,66115894.65,6709829.55,14.03
villa,حطين,514.4480293658894,3,11449413.32,25344796.61,13895383.3,894522.23,6.25
administrative_building,القيروان,6096.353925798725,5,64589739.65,120384700.97,55794961.32,7739016.49,9.59
residential_compound,الملقا,12410.375608496357,7,130262528.86,183921766.52,53659237.65,9903479.74,6.08
villa,الملقا,1866.9133496195022,3,37892814.14,88143046.7,50250232.56,3110931.06,6.57
administrative_building,حطين,3680.373255159867,9,62339156.66,167083425.22,104744268.57,10741077.34,13.78
residential_compound,القيروان,6409.471148474501,6,53763981.01,74240904.31,20476923.3,3997587.16,5.95
residential_compound,العارض,9927.112617079161,5,70694248.88,89923756.93,19229508.05,4842048.45,5.48
administrative_building,القيروان,3840.207995337725,6,43272159.36,92767904.54,49495745.19,5963651.01,11.03
residential_compound,العارض,13254.149329818994,5,94236360.66,120061386.29,25825025.63,6464843.88,5.49
administrative_building,الياسمين,3602.1953823079825,7,50271964.33,114664362.97,64392398.64,7371280.48,11.73
residential_compound,النرجس,5857.515484125575,4,49864000.62,49480776.3,-383224.32,2664349.49,4.27
tower,حطين,5070.477023597887,19,147506509.88,823984206.82,676477696.94,43945824.36,23.83
villa,الملقا,766.3808856987838,3,15820535.04,36183332.35,20362797.31,1277058.79,6.46
tower,النرجس,6270.35464999186,10,114962351.8,465573832.76,350611480.97,24830604.41,17.28
tower,حطين,7049.432245823036,16,185656208.68,960000495.03,774344286.35,51200026.4,22.06
tower,الملقا,3394.6961794694603,18,92081336.62,492878059.98,400796723.36,26286829.87,22.84
villa,العارض,549.9393856240282,2,7924226.19,13899580.49,5975354.3,490573.43,4.95
hotel,حطين,8876.547907145687,11,227955922.86,1129096893.79,901140970.93,84682267.03,29.72
tower,النرجس,2690.189592033955,12,54475732.48,241713534.84,187237802.36,12891388.53,18.93
residential_compound,حطين,5097.166189274716,5,54051799.65,56827286.41,2775486.76,3059930.81,4.53
hotel,حطين,5998.997033792581,10,147905347.09,691084458.29,543179111.2,51831334.37,28.03
tower,العارض,7054.715252862478,10,110944477.65,458336031.58,347391553.94,24444588.35,17.63
residential_compound,العارض,14404.804955738433,6,108025083.41,157749900.03,49724816.62,8494225.39,6.29
hotel,الملقا,9557.856094920113,11,233948424.4,1154971330.51,921022906.11,86622849.79,29.62
residential_compound,القيروان,9473.558365620924,7,82964693.36,128698290.4,45733597.03,6929907.94,6.68
residential_compound,العارض,8590.916625164846,7,67974604.67,110341733.13,42367128.46,5941477.94,6.99
villa,حطين,1984.334121154002,3,42877047.84,97760204.81,54883156.97,3450360.17,6.44
residential_compound,النرجس,7674.636877187726,6,70350592.68,92127876.0,21777283.32,4960731.78,5.64
hotel,القيروان,4564.050678483516,10,91069226.22,446911842.44,355842616.22,33518388.18,29.44
residential_compound,العارض,13029.237533122146,4,88996698.28,100408516.13,11411817.85,5406612.41,4.86
hotel,النرجس,3935.755336278362,8,77905665.02,323046798.0,245141132.98,24228509.85,24.88
residential_compound,الملقا,4422.429664186348,5,43241429.43,46223234.85,2981805.42,2488943.42,4.6
hotel,القيروان,4712.20676044129,13,108854316.52,605612812.85,496758496.33,45420960.96,33.38
administrative_building,حطين,5536.432924298115,7,86574750.57,192050553.49,105475802.92,12346107.01,11.41
hotel,الملقا,4874.754612252353,14,134895732.21,755781955.08,620886222.88,56683646.63,33.62
tower,العارض,3802.514080669142,18,87689179.3,454661855.48,366972676.19,24248632.29,22.12
villa,حطين,1348.0558772136255,2,27668596.22,43038031.94,15369435.72,1518989.36,4.39
hotel,النرجس,3372.887066206048,8,66828417.46,276846570.39,210018152.93,20763492.78,24.86
villa,النرجس,1396.2213716799874,2,25010930.15,40861116.55,15850186.4,1442157.05,4.61
villa,العارض,1811.6152752894275,3,27227485.38,70657071.87,43429586.49,2493779.01,7.33
tower,الملقا,5734.66710446862,15,139587360.62,690041740.18,550454379.56,36802226.14,21.09
villa,النرجس,698.6703035439959,3,13571726.97,31552300.24,17980573.27,1113610.6,6.56
hotel,الياسمين,8566.745054008397,10,177267617.91,868462346.6,691194728.68,65134675.99,29.39
administrative_building,العارض,6942.301315931804,6,69532840.39,155726231.97,86193391.57,10010972.06,11.52
administrative_building,العارض,4267.524193259642,7,45604673.49,113202480.51,67597807.02,7277302.32,12.77
administrative_building,الياسمين,2521.7959836561517,9,38506423.19,105057516.32,66551093.13,6753697.48,14.03
hotel,الياسمين,6844.750105205905,13,163286605.0,910735070.0,747448465.0,68305130.25,33.47
administrative_building,الملقا,4692.773382476957,8,71362498.58,176861243.24,105498744.66,11369651.35,12.75
tower,الياسمين,5924.785989188677,19,158064119.28,834439452.73,676375333.46,44503437.48,22.52
residential_compound,القيروان,10298.559194604037,5,82076380.18,98670495.64,16594115.47,5313026.69,5.18
hotel,حطين,4049.438637452676,11,104237112.28,515088594.68,410851482.41,38631644.6,29.65
tower,القيروان,4446.151642245942,11,79691537.64,342006320.86,262314783.21,18240337.11,18.31
hotel,الملقا,6369.787129608516,11,156063899.58,769725076.74,613661177.17,57729380.76,29.59
hotel,حطين,6342.183596042616,10,156340872.79,730619550.26,574278677.47,54796466.27,28.04
villa,القيروان,999.6431558812158,2,16285347.23,27925281.47,11639934.24,985598.17,4.84
hotel,حطين,8257.565110798827,10,203420950.42,951271500.76,747850550.34,71345362.56,28.06
residential_compound,العارض,9362.449794566019,4,64077208.8,72150783.1,8073574.29,3885042.17,4.85
tower,الياسمين,7797.428001850756,11,151115802.57,623784493.36,472668690.8,33268506.31,17.61
tower,القيروان,4088.751562297209,17,95646358.25,493908411.38,398262053.13,26341781.94,22.03
administrative_building,الملقا,6225.659780494685,5,82759447.96,140500689.93,57741241.97,9032187.21,8.73
administrative_building,الملقا,5912.042225457458,10,97236043.27,282406433.03,185170389.75,18154699.27,14.94
tower,النرجس,3804.224698421629,16,90695720.41,460501399.74,369805679.34,24560074.65,21.66
hotel,النرجس,9856.795701863688,12,235830281.36,1234859365.53,999029084.17,92614452.41,31.42
villa,الملقا,1623.6868843287023,2,31082476.76,49677917.99,18595441.23,1753338.28,4.51
tower,الياسمين,6658.333840452202,13,141223823.22,633931642.03,492707818.81,33809687.58,19.15
tower,الياسمين,3319.562105997668,14,73654643.34,341296628.48,267641985.13,18202486.85,19.77
administrative_building,الملقا,3610.8404086733062,7,52738579.96,117886717.66,65148137.7,7578431.85,11.5
villa,الملقا,1567.9636769971803,2,30031202.73,47973024.67,17941821.94,1693165.58,4.51
hotel,القيروان,9314.958810734282,8,165837093.68,722095607.01,556258513.32,54157170.53,26.13
tower,القيروان,4438.063100072142,17,103779204.13,536104153.54,432324949.41,28592221.52,22.04
hotel,الياسمين,3718.498183562405,14,92817494.88,534035835.13,441218340.25,40052687.63,34.52
tower,القيروان,3432.156769181229,14,70989402.0,339300873.1,268311471.1,18096046.57,20.39
administrative_building,الياسمين,5554.790898469398,8,80777831.18,204115235.4,123337404.21,13121693.7,13.0
tower,الياسمين,6706.831933870044,19,178868496.52,944581826.03,765713329.51,50377697.39,22.53
administrative_building,العارض,1728.573396703857,6,17651033.87,38774494.15,21123460.28,2492646.05,11.3
hotel,حطين,9350.220562843137,10,230278421.43,1077145408.84,846866987.4,80785905.66,28.07
villa,النرجس,1930.801007897886,3,36712373.73,87195938.92,50483565.19,3077503.73,6.71
hotel,الملقا,5924.8604605326145,10,138973237.57,648416728.8,509443491.23,48631254.66,27.99
villa,القيروان,1231.9214661228398,3,21430854.49,53105362.58,31674508.09,1874306.91,7.0
hotel,الياسمين,8972.430378677098,14,223325170.61,1288584561.26,1065259390.66,96643842.09,34.62
villa,العارض,571.9030249647938,2,8222734.01,14454705.98,6231971.97,510166.09,4.96
residential_compound,الملقا,7340.463192531912,6,74353783.42,92754092.9,18400309.48,4994451.16,5.37
villa,القيروان,1379.1719014042478,3,23938676.65,59452997.53,35514320.88,2098341.09,7.01
hotel,حطين,3675.9112658568893,11,94663605.74,467575913.02,372912307.27,35068193.48,29.64
villa,الياسمين,949.7834129154161,2,16891700.66,28301266.22,11409565.56,998868.22,4.73
tower,العارض,3639.004960713103,15,74003387.77,360602647.83,286599260.06,19232141.22,20.79
villa,حطين,1324.2298802708056,2,27187525.51,42277363.16,15089837.64,1492142.23,4.39
residential_compound,حطين,7196.796705801718,4,74116411.08,68260177.4,-5856233.69,3675548.01,3.97
hotel,الملقا,6834.848018536533,10,160248746.67,748005767.15,587757020.48,56100432.54,28.01
tower,الياسمين,3250.599796848155,16,78049943.65,383647977.77,305598034.12,20461225.48,20.97
villa,حطين,1313.4889556632945,2,26970655.5,41934448.4,14963792.89,1480039.36,4.39
tower,القيروان,2399.0066726605874,16,54121776.78,272249772.87,218127996.08,14519987.89,21.46
administrative_building,حطين,2498.291817525884,7,39313427.51,86661995.71,47348568.2,5571128.3,11.34
residential_compound,العارض,12920.324303853213,7,102003749.03,165948645.36,63944896.33,8935696.29,7.01
residential_compound,النرجس,8786.612333357936,4,74573861.64,74224029.02,-349832.62,3996678.49,4.29
administrative_building,القيروان,1963.7276077101155,9,26058971.73,73417884.07,47358912.34,4719721.12,14.49
villa,الياسمين,841.2791008300169,2,15013382.51,25068098.13,10054715.62,884756.4,4.71
tower,الياسمين,5674.447912089468,17,141077005.38,712873798.14,571796792.75,38019935.9,21.56
administrative_building,العارض,6360.562848633775,7,67751115.5,168723470.4,100972354.9,10846508.81,12.81
hotel,الملقا,5491.8772880602555,12,140383033.3,726245852.57,585862819.27,54468438.94,31.04
hotel,الياسمين,8803.43715337756,9,172909333.83,799492948.52,626583614.69,59961971.14,27.74
villa,الملقا,1957.7541423168504,3,39714717.08,92431935.76,52717218.68,3262303.62,6.57
residential_compound,العارض,14336.244045978236,7,113132878.2,184134718.53,71001840.33,9914946.38,7.01
villa,الياسمين,1466.2751649702718,3,27577556.83,67421678.13,39844121.3,2379588.64,6.9
hotel,النرجس,6588.69097178404,12,157787940.41,825431204.95,667643264.54,61907340.37,31.39
tower,القيروان,6984.046390152947,10,118567684.57,486155104.19,367587419.62,25928272.22,17.49
residential_compound,الياسمين,8329.16843835036,6,79727025.2,101739126.64,22012101.44,5478260.67,5.5
residential_compound,الياسمين,4925.477493611327,5,45399907.61,49765054.4,4365146.8,2679656.78,4.72
villa,حطين,1819.500449710365,3,39352739.12,89639509.16,50286770.04,3163747.38,6.43
residential_compound,النرجس,6166.727494826368,5,54199196.84,61231903.99,7032707.14,3297102.52,4.87
tower,القيروان,7788.942446719123,18,188883990.14,997836548.76,808952558.62,53217949.27,22.54
villa,حطين,918.1653935477201,2,18988677.46,29313348.35,10324670.89,1034588.77,4.36
